Name,IMDB Rating,Duration,Year,Age,Genres
The Cider House Rules,7.4,125 min,2000,13+,"Drama: Romance, Romance: Drama"
Rathi Nirvedam,5.5,114 min,2011,13+,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Pudhupettai,8.4,170 min,2006,13+,"Drama: Crime, World Cinema: Indian"
Constantine,6.9,120 min,2005,18+,"Action/Adventure: Crime, Action/Adventure: Thriller, Drama: Crime, Drama: Mystery"
Saathiya,6.9,138 min,2002,13+,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian"
Blow,7.6,123 min,2001,18+,"Action/Adventure: Crime, Drama: Biography, Drama: Crime, Drama: Historical"
Dil To Pagal Hai,7.1,179 min,1997,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Mohabbatein,7.1,215 min,2000,7+,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Drama: Romance, Romance, Romance: Drama, World Cinema: Indian"
Kabhi Khushi Kabhie Gham,7.5,209 min,2001,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian"
Zulfiqar,5.6,137 min,2016,18+,"Drama: Crime, World Cinema: Indian"
Dog Day Afternoon,8,124 min,1975,18+,"Drama, Drama: Crime, Drama: Historical"
Rosemary’s Baby,8,136 min,1968,18+,"Horror, Drama"
Lafangey Parindey,5.3,126 min,2010,13+,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian"
Coffee Ani Barach Kahi,7.6,94 min,2015,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Game,5.1,134 min,2011,NR,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Mystery, Drama: Thriller, Thriller: Crime, Thriller: Drama, World Cinema: Indian"
Firewall,5.8,104 min,2006,13+,"Action/Adventure, Action/Adventure: Crime, Drama: Crime, Thriller"
Ready,4.7,144 min,2011,13+,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian"
Indecent Proposal,5.8,116 min,1993,18+,"Drama: Romance, Romance: Drama"
Chaar,6.9,91 min,2014,All Ages,"Drama, Drama: Mystery, World Cinema: Indian"
Teraa Surroor,2.7,99 min,2016,13+,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Drama: Mystery, Romance: Drama, World Cinema: Indian"
To Catch a Thief,7.5,106 min,1955,7+,"Drama: Romance, Romance: Thriller"
Mardaani,7.4,113 min,2014,18+,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Namastey London,7.3,131 min,2007,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Dhokha,6.5,121 min,2007,NR,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
The Specialist (1994),5.5,110 min,1994,18+,"Action/Adventure: Crime, Drama: Crime, Drama: Thriller"
Lamhe,7.4,187 min,1991,7+,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian"
The Lake House,6.8,98 min,2006,18+,"Drama: Romance, Romance: Drama, Sci-Fi/Fantasy"
Agneepath (2012),7,173 min,2012,13+,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Alive,7.1,126 min,1993,18+,"Action/Adventure, Drama, Drama: Biography, Drama: Historical"
Thalapathi,8.6,156 min,1991,13+,"Action/Adventure: Crime, Drama: Crime, World Cinema: Indian"
Koi Mil Gaya,7.1,164 min,2003,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, Sci-Fi/Fantasy: Sci-fi – Alien, World Cinema: Indian"
Aaja Nachle,6.4,143 min,2007,7+,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Music/Musical: Ballet/Dance, Romance, World Cinema: Indian"
Astu – So Be It,8.8,123 min,2016,All Ages,"Drama, World Cinema: Indian"
Contact,7.4,149 min,1997,7+,"Drama: Mystery, Sci-Fi/Fantasy: Sci-fi – Alien"
Dil Bole Hadippa,4.6,146 min,2009,13+,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, Sport: Cricket, World Cinema: Indian"
Luck By Chance,7.1,154 min,2009,NR,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian"
Khatta Meetha,7.5,128 min,1981,All Ages,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian"
The Usual Suspects,8.6,106 min,1995,18+,"Drama: Crime, Drama: Mystery"
Tum Bin,7.5,152 min,2001,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Chinatown,8.2,130 min,1974,18+,"Drama, Drama: Crime, Drama: Mystery, Drama: Thriller"
Kuch Kuch Hota Hai,7.8,185 min,1998,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Tarkieb,4.9,154 min,2000,All Ages,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Mystery, Drama: Thriller, World Cinema: Indian"
Awarapan,7.2,124 min,2007,NR,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Drama: Romance, Romance: Drama, World Cinema: Indian"
Sudden Impact,6.6,117 min,1983,18+,"Action/Adventure: Crime, Drama: Crime"
Mere Yaar Ki Shaadi Hai,5.3,159 min,2002,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Jadoogadu,6.1,152 min,2015,18+,"Drama: Crime, Drama: Romance, World Cinema: Indian"
Chocolat,7.3,121 min,2001,13+,"Drama: Comedy, Drama: Romance, Romance: Drama"
Darr,7.9,176 min,1993,13+,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Thriller, Drama: Romance, Thriller: Drama, World Cinema: Indian"
Enemy At the Gates,7.6,131 min,2001,18+,"Drama, Drama: Historical, Drama: War"
Deep Impact,n/a,121 min,1998,13+,"Action/Adventure: Sci-fi/Fantasy, Drama, Sci-Fi/Fantasy: Thriller"
Internal Affairs,6.5,114 min,1990,18+,"Action/Adventure: Crime, Drama: Crime, Thriller: Crime"
Raja rani,7.6,163 min,2014,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Mee Shivajiraje Bhosale Boltoy,7.9,148 min,2009,All Ages,"Drama, World Cinema: Indian"
Baadshah,6.5,164 min,2013,13+,"Action/Adventure: Crime, Drama: Comedy, World Cinema: Indian"
Premachi Goshta,7.1,128 min,2013,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Disturbia,6.9,104 min,2007,18+,"Drama, Drama: Crime, Drama: Mystery, Drama: Thriller, Thriller: Mystery"
Double Jeopardy (1999),6.4,105 min,1999,18+,"Drama, Drama: Crime, Thriller: Mystery"
Bombay To Bangkok,4.8,120 min,2008,13+,"Bollywood: Drama, Comedy: Crime, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian"
Jackie Brown,7.5,154 min,1997,18+,"Drama: Crime, Thriller: Crime"
Cold Mountain,7.2,154 min,2003,18+,"Action/Adventure: Historical, Action/Adventure: War, Drama: Historical, Drama: War, Drama: Romance"
22 Shey Shraban,8.1,139 min,2011,18+,"Drama, Drama: Mystery, Thriller, Thriller: Psychological, World Cinema: Indian"
Chaar Sahibzaade,8.5,122 min,2014,All Ages,"Animated, Drama: Biography, Drama: Historical, Drama: War, World Cinema: Indian"
Hum Aapke Hain Koun…!,7.6,193 min,1994,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Musical, Drama: Romance, Romance: Drama, World Cinema: Indian"
The Score,6.8,124 min,2001,18+,"Drama: Crime, Thriller: Crime"
The Hours,7.6,114 min,2003,13+,"Drama: Period, Drama: Romance"
Atharintiki Daaredi,7.3,174 min,2013,All Ages,"Drama, World Cinema: Indian"
Kuch Luv Jaisa,4.7,102 min,2011,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Arya 2,7.2,162 min,2009,13+,"Comedy, Drama, Romance, World Cinema: Indian"
Last Man Standing (1996),6.4,101 min,1996,18+,"Action/Adventure: Crime, Drama: Crime, Western"
Anbe sivam,8.9,159 min,2003,All Ages,"Drama, Drama: Romance, World Cinema: Indian"
Mumbai Pune Mumbai 01,8,102 min,2010,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Kaydyacha Bola,7,133 min,2005,All Ages,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Vanilla Sky,6.9,135 min,2001,18+,"Drama: Thriller, Drama: Romance, Thriller: Mystery, Thriller: Psychological"
Terms of Endearment,7.4,131 min,1983,7+,Drama: Comedy
Coat of Many Colors,8.1,85 min,2015,NR,"Drama: Biography, Drama: Family, Drama: Musical, Family: Drama, Music/Musical: Music – Country"
Obhishopto Nighty,5.5,111 min,2014,18+,"Comedy: Mature, Drama: Mature, Thriller, World Cinema: Indian"
Love Express,5.8,146 min,2016,All Ages,"Drama: Comedy, Drama: Romance, World Cinema: Indian"
Dikkulu Choodakku Ramayya,,144 min,2014,13+,"Comedy: Romance, Drama: Comedy, Drama: Romance, World Cinema: Indian"
54,5.8,92 min,1998,18+,"Drama, Drama: Historical, LGBTQ, LGBTQ: Drama"
Hum Saath Saath Hain,6.2,176 min,1999,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Musical, World Cinema: Indian"
Vivah,6.6,166 min,2006,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
The Bridges of Madison County,7.5,134 min,1995,13+,"Drama: Romance, Romance: Drama"
Kabhi Kabhie,7.6,172 min,1976,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Nayagan,9.4,156 min,1987,13+,"Drama, Drama: Crime, World Cinema: Indian"
Krrish,6.3,173 min,2006,All Ages,"Action/Adventure: Superheroes, Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian"
The Ghost and the Darkness,6.8,109 min,1996,18+,"Action/Adventure: Historical, Action/Adventure: Thriller, Drama: Historical, Drama: Thriller"
Stri,8.2,92 min,1995,All Ages,"Drama, World Cinema: Indian"
Prem Mhanje Prem Mhanje Prem Asta,6.8,136 min,2013,13+,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Prathinidhi,7.5,118 min,2014,13+,"Drama: Political, Drama: Thriller, World Cinema: Indian"
Zenda,6.9,116 min,2009,13+,"Drama: Biography, Drama: Political, World Cinema: Indian"
The Perfect Storm,6.4,129 min,2000,13+,"Action/Adventure: Thriller, Drama: Thriller"
Interview With the Vampire: The Vampire Chronicles,7.6,122 min,1994,18+,"Drama: Period, Horror: Vampires, Sci-Fi/Fantasy: Horror"
Jeans,6.3,166 min,1998,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Roga Howar Shohoj Upaay,5.8,116 min,2015,13+,"Drama, World Cinema: Indian"
Jekhanay Bhooter Bhoy,6.8,96 min,2012,13+,"Drama: Mystery, Drama: Thriller, World Cinema: Indian"
Cinemawala,7.6,100 min,2016,All Ages,"Drama, World Cinema: Indian"
Raghuvaran Btech,7.8,130 min,2014,All Ages,"Drama: Comedy, Drama: Romance, World Cinema: Indian"
Adavi Kachina Vennela,6.8,128 min,2014,13+,"Drama, Drama: Thriller, World Cinema: Indian"
Ki Kore Toke Bolbo,6.5,149 min,2016,13+,"Drama, Romance, World Cinema: Indian"
Popat,7.4,153 min,2013,13+,"Drama, World Cinema: Indian"
Haapus,7.5,132 min,2010,All Ages,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Adigaram 79,,92 min,2012,13+,"Action/Adventure: Martial Arts, Drama: Thriller, Thriller: Crime, World Cinema: Indian"
Meet the Parents,7,107 min,2000,13+,"Comedy: Drama, Drama: Comedy"
Sanai Choughade,7,123 min,2008,13+,"Drama: Romance, World Cinema: Indian"
Oohalu Gusagusalade,7.7,130 min,2014,All Ages,"Drama: Comedy, Romance: Drama, World Cinema: Indian"
Chander Pahar,6.5,150 min,2013,13+,"Action/Adventure, Drama, Drama: Thriller, World Cinema: Indian"
Tumsa Nahin Dekha,4.6,127 min,2004,NR,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian"
Rajkahini,7.4,159 min,2015,18+,"Drama, Drama: Period, Drama: Political, World Cinema: Indian"
Finding Neverland,7.7,101 min,2004,7+,"Drama, Drama: Biography, Drama: Plays/Performance, Family"
Chandni,6.8,179 min,1989,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Amistad,7.2,154 min,1997,18+,"Drama, Drama: Historical, Drama: Political"
Rock On,7.8,143 min,2008,All Ages,"Bollywood: Drama, Drama: Bollywood, Music/Musical: Music – Rock/Pop, World Cinema: Indian"
Paathshala,7.6,127 min,2014,All Ages,"Drama: Comedy, Drama: Romance, World Cinema: Indian"
Yanda Kartavya Aahe,7.6,150 min,2006,All Ages,"Drama: Comedy, Drama: Romance, World Cinema: Indian"
Kaho Naa Pyar Hai,6.9,165 min,2000,13+,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Drama: Romance, Romance: Drama, World Cinema: Indian"
Shudhu Tomari Jonyo,6.6,142 min,2015,All Ages,"Drama, Romance, World Cinema: Indian"
Minsarakanvau,7,152 min,1997,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
The Green Mile,8.5,188 min,1999,18+,"Drama: Crime, Drama: Historical"
Five Star,5.7,134 min,2002,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Kannathil Muthamittal,8.5,136 min,2002,All Ages,"Drama, Drama: Family, Drama: Political, World Cinema: Indian"
Sasanam,,154 min,2005,All Ages,"Drama, World Cinema: Indian"
Bombay,8.1,140 min,1995,All Ages,"Drama: Crime, Drama: Political, Drama: Romance, World Cinema: Indian"
Okkadine,5.7,132 min,2013,13+,"Drama: Crime, Drama: Mystery, World Cinema: Indian"
Dahavi Fa,7.7,142 min,2002,All Ages,"Drama, World Cinema: Indian"
Venky,7.2,168 min,2004,All Ages,"Comedy: Drama, Drama: Comedy, Drama: Crime, Drama: Romance, World Cinema: Indian"
Oka Laila kosam,6.2,145 min,2014,13+,"Drama: Romance, World Cinema: Indian"
Mashooka,5.5,102 min,2005,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Romance, World Cinema: Indian"
The Yakuza,7.3,112 min,1975,18+,"Action/Adventure: Crime, Drama: Crime"
The Pelican Brief,6.6,141 min,1993,13+,"Drama: Crime, Drama: Mystery, Drama: Thriller"
Red Eye,6.5,85 min,2005,13+,"Drama: Crime, Drama: Thriller, Thriller: Crime, Thriller: Drama"
Kasethan Kadavulada,7.7,135 min,1972,All Ages,"Drama: Comedy, World Cinema: Indian"
Honeymoon Travels Pvt Ltd,6.1,118 min,2007,NR,"Bollywood: Comedy, Bollywood: Drama, Comedy: Romance, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian"
Maryan,7.3,122 min,2013,All Ages,"Drama: Thriller, Thriller: Action/Adventure, World Cinema: Indian"
Power,5.1,156 min,2016,13+,"Drama, Drama: Comedy, Drama: Crime, Drama: Romance, World Cinema: Indian"
Fire with Fire,6.6,103 min,1986,13+,"Drama: Romance, Romance: Drama"
Aadu Magaadra Bujji,5.5,140 min,2016,18+,"Drama, Drama: Romance, World Cinema: Indian"
Deool,8.2,139 min,2011,13+,"Drama: Political, World Cinema: Indian"
Tamanna,7.2,126 min,1998,NR,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, World Cinema: Indian"
Samsaram Adhu Minsaram,7.2,138 min,1986,13+,"Drama, World Cinema: Indian"
Weekend Love,,136 min,2014,13+,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Yamala Pagla Deewana,5.7,152 min,2011,13+,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian"
Saatchya Aat Gharat,7.2,145 min,2004,13+,"Drama: Political, World Cinema: Indian"
Karthikeya,7.4,114 min,2014,13+,"Drama: Mystery, Drama: Thriller, World Cinema: Indian"
Dum Dum Dum,7.2,153 min,2001,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Krishnam Vande Jagadgurum,7,139 min,2012,13+,"Drama: Crime, Drama: Plays/Performance, Drama: Political, World Cinema: Indian"
Agantuk,8.1,119 min,1992,All Ages,"Drama: Family, World Cinema: Indian"
Apur Panchali,8.4,96 min,2014,All Ages,"Drama, Drama: Biography, Drama: Historical, Drama: Period, World Cinema: Indian"
Iti Mrinalini,6.9,125 min,2010,13+,"Drama, World Cinema: Indian"
Paradesi,8,119 min,2013,All Ages,"Drama: Historical, World Cinema: Indian"
Tukaram,7.1,162 min,2012,All Ages,"Drama: Biography, Drama: Historical, Mythology, World Cinema: Indian"
Humko Deewana Kar Gaye,5.3,148 min,2006,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Surya Vs Surya,6.8,127 min,2015,All Ages,"Drama: Comedy, Drama: Romance, World Cinema: Indian"
Lakshmi Raave Maa Intiki,4.5,150 min,2014,13+,"Drama: Comedy, Drama: Romance, Romance: Drama, World Cinema: Indian"
Gentleman,8,160 min,1993,All Ages,"Action/Adventure: Crime, Drama: Crime, Drama: Romance, World Cinema: Indian"
Lady Chatterley’s Lover,5.1,104 min,1982,NR,"Drama: Romance, Romance: Drama"
Bloodsport,6.8,92 min,1988,18+,"Action/Adventure: Martial Arts, Drama, Drama: Biography, Sport: Martial Arts"
Nirbaak,6.1,105 min,2015,13+,"Drama, World Cinema: Indian"
Gandhi,8.1,188 min,1982,All Ages,"Drama: Biography, Drama: Historical, Drama: Political, World Cinema: Indian"
Matichya Chuli,7.4,132 min,2006,All Ages,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Chotoder Chobi,7.7,108 min,2014,All Ages,"Drama, World Cinema: Indian"
Shikshanachya Aaicha Gho,6.9,103 min,2010,All Ages,"Drama, World Cinema: Indian"
Andala Rakshasi,7,145 min,2012,13+,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Rowdy,5.6,114 min,2014,13+,"Drama: Crime, World Cinema: Indian"
Child’s Play,6.1,99 min,1973,18+,"Drama: Mystery, Horror, Horror: Ghosts/Supernatural, Thriller: Mystery"
Tim Burton’s Corpse Bride,7.4,77 min,2005,7+,"Horror, Comedy: Romance, Drama: Romance, Drama: Mystery, Thriller"
The Informant!,6.5,108 min,2009,18+,"Comedy: Crime, Comedy: Drama, Drama: Historical"
Aajcha Divas Majha,7.7,126 min,2013,All Ages,"Drama: Political, World Cinema: Indian"
Amanush 2,6.6,137 min,2015,13+,"Drama: Crime, Thriller: Drama, World Cinema: Indian"
Action Replayy,4.1,125 min,2010,All Ages,"Bollywood, Bollywood: Comedy, Bollywood: Drama, Comedy, Drama, Drama: Bollywood, Drama: Period, Drama: Romance, Sci-Fi/Fantasy, World Cinema: Indian"
Autograph,7.4,132 min,2010,13+,"Drama, World Cinema: Indian"
A History of Violence,7.5,95 min,2005,18+,"Drama: Crime, Drama: Mystery, Drama: Thriller"
John Q,7.1,116 min,2002,13+,"Drama, Drama: Crime, Thriller: Drama"
Chandamama kathalu,7.1,134 min,2014,18+,"Drama: Romance, World Cinema: Indian"
Pheka Pheki,6.9,117 min,1989,All Ages,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Rough,5.3,145 min,2014,13+,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Jhoom Barabar Jhoom,3.8,131 min,2007,13+,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian"
Yeh Dillagi,6.7,154 min,1994,All Ages,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Drama: Romance, Romance, World Cinema: Indian"
Arshinagar,4.7,144 min,2015,13+,"Drama, Romance, World Cinema: Indian"
Flight,7.3,138 min,2012,18+,"Drama, Drama: Thriller"
LBW,7.2,142 min,2011,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Ongole Githa,5.1,157 min,2013,18+,"Drama, Drama: Comedy, World Cinema: Indian"
Pyar Mein Padipoyane,,146 min,2014,13+,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Varudu,3.6,146 min,2010,13+,"Drama: Crime, Drama: Thriller, World Cinema: Indian"
Parbo Na Aami Chadte Toke,6.3,121 min,2015,All Ages,"Drama, Romance, World Cinema: Indian"
Kaadhalan,7.2,169 min,1994,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Loafer,7.1,123 min,1973,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Romance, World Cinema: Indian"
Athey Kangal,7.1,165 min,1967,All Ages,"Drama, Drama: Crime, Drama: Mystery, Drama: Thriller, Drama: Romance, World Cinema: Indian"
Magic Beyond Words,6.7,85 min,2011,All Ages,"Drama: Biography, World Cinema: Indian"
Isi Life Mein…!,5.9,144 min,2010,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
A.I. Artificial Intelligence,7.1,145 min,2001,13+,"Drama, Sci-Fi/Fantasy, Sci-Fi/Fantasy: Sci-fi – Robots"
Grace Of Monaco,5.7,102 min,2014,All Ages,"Drama, Drama: Biography, Drama: Historical, Drama: Political, Drama: Romance, World Cinema: Indian"
Chicago,7.2,113 min,2003,13+,"Drama, Drama: Crime, Music/Musical: Music – Jazz"
Maanagrakaval,,150 min,1991,All Ages,"Action/Adventure: Espionage & Spies, Drama: Crime, World Cinema: Indian"
Khaad,7.2,118 min,2014,18+,"Drama, World Cinema: Indian"
Satrangi Re,7.1,150 min,2012,All Ages,"Drama: Musical, World Cinema: Indian"
City Of Gold,6.8,144 min,2010,13+,"Drama: Crime, Drama: Period, World Cinema: Indian"
Bindaas,5.3,152 min,2014,13+,"Comedy: Drama, Drama: Comedy, Drama: Romance, World Cinema: Indian"
Congo,5.1,108 min,1995,13+,"Action/Adventure, Drama"
Astitva,7.3,110 min,2000,NR,"Drama, World Cinema: Indian"
Anbevaa,7.2,174 min,1966,All Ages,"Drama, Drama: Comedy, Drama: Romance, World Cinema: Indian"
Arundhati,5.5,138 min,2014,18+,"Drama, Drama: Period, Horror, Horror: Ghosts/Supernatural, World Cinema: Indian"
Tee Ratra,,134 min,2010,13+,"Drama: Thriller, Thriller: Drama, World Cinema: Indian"
Ee Rojullo,5.8,129 min,2012,All Ages,"Comedy: Drama, Drama: Romance, Romance: Drama, World Cinema: Indian"
Citizen,7.1,172 min,2001,13+,"Drama: Crime, Drama: Thriller, World Cinema: Indian"
Jagadguru Adi Shankara,7,128 min,2013,All Ages,"Drama: Historical, Drama: Period, Mythology, World Cinema: Indian"
Mundhanai Mudichi,6.9,150 min,1983,All Ages,"Drama, Drama: Romance, World Cinema: Indian"
Vishwas,,139 min,2006,All Ages,"Drama, World Cinema: Indian"
Raja Babu,6.4,144 min,1994,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian"
Eega,7.9,133 min,2012,13+,"Drama: Comedy, Sci-Fi/Fantasy, World Cinema: Indian"
