Name,IMDB Rating,Year,Age,Genres
RIZZOLI & ISLES,7.6,2016,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Major Crimes,7.6,2017,16+,"Drama: Mystery, Drama: Crime, Drama"
NCIS,7.9,2006,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Murder in the First,7.3,2014,NR,"Drama: Crime, Drama: Mystery, Drama: Thriller"
NCIS,7.9,2007,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
CID,6.6,1998,16+,"Drama: Crime, World Cinema: Indian"
NCIS,7.9,2009,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Major Crimes,7.6,2014,16+,"Drama: Mystery, Drama: Crime, Drama"
NCIS,7.9,2008,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Fringe,8.5,2013,16+,"Drama: Crime, Drama: Mystery, Sci-Fi/Fantasy, Drama"
NCIS,7.9,2010,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Blue Bloods,7.5,2012,16+,Drama: Crime
NCIS,7.9,2011,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Major Crimes,7.6,2014,16+,"Drama: Mystery, Drama: Crime, Drama"
Angie Tribeca,6.9,2016,16+,"Comedy: Mystery, Comedy: Crime"
Major Crimes,7.6,2016,16+,"Drama: Mystery, Drama: Crime, Drama"
Crime Patrol Dial 100,8.8,2015,NR,"Drama: Crime, Bollywood: Drama, Drama: Bollywood, Reality TV, World Cinema: Indian"
Blue Bloods,7.5,2016,16+,Drama: Crime
NCIS,7.9,2012,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Blue Bloods,7.5,2013,16+,Drama: Crime
NCIS,7.9,2016,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Great Escape: The Reckoning,7.5,2009,NR,"Documentary: History, Drama: Crime"
Murder in the First,7.3,2015,NR,"Drama: Crime, Drama: Mystery, Drama: Thriller"
Blue Bloods,7.5,2015,16+,Drama: Crime
NCIS,7.9,2015,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
NCIS,7.9,2013,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
NCIS,7.9,2014,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Murder in the First,7.3,2016,NR,"Drama: Crime, Drama: Mystery, Drama: Thriller"
Blue Bloods,7.5,2014,16+,Drama: Crime
Guilt,6.1,2016,NR,"Drama: Crime, Drama: Mystery, Drama: Thriller"
Crime Patrol Satark,8.3,2003,NR,"Bollywood: Drama, Drama: Crime, Drama: Bollywood, Reality TV, World Cinema: Indian"
Hap and Leonard,7.4,2016,16+,"Drama: Crime, Drama: Thriller, Drama: Comedy, Drama: Mystery, Thriller: Mystery, Thriller: Crime"
Angie Tribeca,6.9,2016,16+,"Comedy: Mystery, Comedy: Crime"
Supernatural: Season 12,8.6,2017,16+,"Thriller: Sci-Fi/Fantasy, Thriller: Drama, Thriller: Horror, Thriller: Supernatural, Drama: Thriller, Thriller: Mystery"
The Mentalist: The Complete Third Season,8.1,2011,16+,"Drama: Crime, Drama: Mystery"
CONSTANTINE: Season 1,7.5,2015,16+,"Sci-Fi/Fantasy: Thriller, Thriller: Supernatural, Sci-Fi/Fantasy: Action/Adventure, Action/Adventure: Superheroes"
Blindspot: Season 2,7.6,2017,16+,"Drama: Thriller, Drama, Drama: Mystery, Drama: Crime"
Rizzoli & Isles: The Complete First Season,7.6,2010,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Smallville: The Complete First Season,7.5,2002,7+,"Action/Adventure: Superheroes, Teen: Drama, Teen: Romance, Drama: Romance, Teen: Sci-Fi/Fantasy"
NCIS – Season 1,7.9,2004,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
The Last Ship: The Complete First Season,7.5,2014,16+,"Thriller: Action/Adventure, Action/Adventure: Thriller, Action/Adventure: War, Thriller: Political, Drama: Thriller"
Into the Badlands – Season 1,8.1,2015,16+,"Drama, Action/Adventure: Martial Arts, Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure"
"Preacher, Season 1",8.1,2016,18+,"Action/Adventure: Sci-fi/Fantasy, Drama: Mystery, Sci-Fi/Fantasy: Action/Adventure, Thriller: Supernatural, Thriller: Mystery, Drama: Thriller"
Major Crimes: The Complete Fifth Season,7.6,2017,16+,"Drama: Mystery, Drama: Crime, Drama"
Person of Interest,8.5,2012,16+,"Action/Adventure: Crime, Drama: Thriller, Drama: Crime, Thriller: Crime, Drama: Mystery"
Lethal Weapon,8,2017,NR,"Action/Adventure: Crime, Action/Adventure, Drama: Crime"
Training Day,5.6,2017,NR,"Drama: Crime, Action/Adventure: Crime"
Person of Interest,8.5,2015,16+,"Action/Adventure: Crime, Drama: Thriller, Drama: Crime, Thriller: Crime, Drama: Mystery"
Person of Interest,8.5,2013,16+,"Action/Adventure: Crime, Drama: Thriller, Drama: Crime, Thriller: Crime, Drama: Mystery"
Person of Interest,8.5,2014,16+,"Action/Adventure: Crime, Drama: Thriller, Drama: Crime, Thriller: Crime, Drama: Mystery"
Person of Interest,8.5,2016,16+,"Action/Adventure: Crime, Drama: Thriller, Drama: Crime, Thriller: Crime, Drama: Mystery"
RIZZOLI & ISLES,7.6,2011,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
"LAST SHIP, THE",7.5,2014,16+,"Thriller: Action/Adventure, Action/Adventure: Thriller, Action/Adventure: War, Thriller: Political, Drama: Thriller"
"LAST SHIP, THE",7.5,2016,16+,"Thriller: Action/Adventure, Action/Adventure: Thriller, Action/Adventure: War, Thriller: Political, Drama: Thriller"
RIZZOLI & ISLES,7.6,2012,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
RIZZOLI & ISLES,7.6,2014,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Smallville,7.5,2003,7+,"Action/Adventure: Superheroes, Teen: Drama, Teen: Romance, Drama: Romance, Teen: Sci-Fi/Fantasy"
RIZZOLI & ISLES,7.6,2015,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
RIZZOLI & ISLES,7.6,2016,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Smallville,7.5,2004,7+,"Action/Adventure: Superheroes, Teen: Drama, Teen: Romance, Drama: Romance, Teen: Sci-Fi/Fantasy"
NCIS,7.9,2017,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
NCIS,7.9,2005,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Smallville,7.5,2005,7+,"Action/Adventure: Superheroes, Teen: Drama, Teen: Romance, Drama: Romance, Teen: Sci-Fi/Fantasy"
RIZZOLI & ISLES,7.6,2016,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Smallville,7.5,2006,7+,"Action/Adventure: Superheroes, Teen: Drama, Teen: Romance, Drama: Romance, Teen: Sci-Fi/Fantasy"
Smallville,7.5,2011,7+,"Action/Adventure: Superheroes, Teen: Drama, Teen: Romance, Drama: Romance, Teen: Sci-Fi/Fantasy"
NCIS,7.9,2006,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Smallville,7.5,2010,7+,"Action/Adventure: Superheroes, Teen: Drama, Teen: Romance, Drama: Romance, Teen: Sci-Fi/Fantasy"
Smallville,7.5,2007,7+,"Action/Adventure: Superheroes, Teen: Drama, Teen: Romance, Drama: Romance, Teen: Sci-Fi/Fantasy"
NCIS,7.9,2007,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Smallville,7.5,2008,7+,"Action/Adventure: Superheroes, Teen: Drama, Teen: Romance, Drama: Romance, Teen: Sci-Fi/Fantasy"
NCIS,7.9,2009,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
NCIS,7.9,2008,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Smallville,7.5,2009,7+,"Action/Adventure: Superheroes, Teen: Drama, Teen: Romance, Drama: Romance, Teen: Sci-Fi/Fantasy"
NCIS,7.9,2010,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
NCIS,7.9,2011,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
NCIS,7.9,2012,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
NCIS,7.9,2016,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
NCIS,7.9,2015,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
NCIS,7.9,2013,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
NCIS,7.9,2014,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Shin chan – Season 1,7.8,1992,16+,"Anime, Children: Animated/Cartoon"
Doraemon – Season 01,7.8,1981,7+,"Children: Animated/Cartoon, Anime"
Just Add Magic,8.3,2016,All Ages,"Children: Sci-Fi/Fantasy, Children: Comedy"
Wolverine And The X-Men – Season 1,8.1,2016,7+,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy, World Cinema: Indian"
Oggy and the cockroaches – Season 1,7.7,1998,7+,"Animated: Children, Children: Comedy, Children: Animated/Cartoon"
The Middle: Season 8,7.5,2017,7+,Comedy: Family
The Adventures of Tenali Raman – Season 01,8.4,2003,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Chhota Bheem – Season 10,4.9,2007,All Ages,"World Cinema: Indian, Animated: Children, Children: Animated/Cartoon"
Ninja Hattori – Season 1,6.8,1981,13+,"Anime, Children: Animated/Cartoon"
Transformers Prime – Season 01,7.8,2011,7+,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy"
The Stinky & Dirty Show – Season 1,9,2016,All Ages,"Children: Animated/Cartoon, Children: Comedy, Animated: Children, Animated: Comedy, Children: Pre-School"
The Jungle Bunch : To The Rescue S01,6,2014,All Ages,"Animated: Children, Children: Animated/Cartoon"
The Jungle Book,4.8,2010,7+,"Animated: Children, Children: Animated/Cartoon"
Gortimer Gibbon’s Life on Normal Street – Season 1,8.3,2015,All Ages,"Children, Comedy: Family, Family"
Johnny Test – Season 4,5.1,2009,7+,"Animated: Children, Children: Animated/Cartoon"
Chaplin & Co,5.5,2012,7+,"Animated: Children, Children: Animated/Cartoon, Children: Comedy, Comedy: Slapstick"
Shin chan Spin-off vol.1 Aliens vs. Shinnosuke,,2016,7+,"Anime, Children: Animated/Cartoon"
Iron Man: Armored Adventures – Season 2,6.6,2012,7+,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy"
Mighty Raju Season 01,,2007,All Ages,"World Cinema: Indian, Animated: Children, Children: Animated/Cartoon"
Zig and Sharko – Season 1,6.8,2010,All Ages,"Animated: Children, Children: Animated/Cartoon"
Oggy and the Cockroaches,7.7,2012,7+,"Animated: Children, Children: Comedy, Children: Animated/Cartoon"
Doraemon,7.8,1981,7+,"Children: Animated/Cartoon, Anime"
Chhota Bheem,4.9,2007,All Ages,"World Cinema: Indian, Animated: Children, Children: Animated/Cartoon"
Chhota Bheem,4.9,2007,All Ages,"World Cinema: Indian, Animated: Children, Children: Animated/Cartoon"
Transformers Prime,7.8,2036,7+,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy"
Wishenpoof!,7,2015,All Ages,"Children: Animated/Cartoon, Animated: Children, Children: Sci-Fi/Fantasy, Children: Pre-School"
Iron Man: Armored Adventures,6.6,2010,7+,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy"
Transformers Prime,7.8,2013,7+,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy"
Kid vs. Kat,6.2,2009,7+,"Animated: Children, Children: Animated/Cartoon"
Mighty Raju,,2007,All Ages,"World Cinema: Indian, Animated: Children, Children: Animated/Cartoon"
Oggy and the Cockroaches,7.7,1999,7+,"Animated: Children, Children: Comedy, Children: Animated/Cartoon"
Gortimer Gibbon’s Life on Normal Street,8.3,2016,All Ages,"Children, Comedy: Family, Family"
Andy’s Dinosaur Adventures,7.7,2014,All Ages,Children: Educational
The Jungle Book,4.8,2013,7+,"Animated: Children, Children: Animated/Cartoon"
Chorr Police,,2007,All Ages,"Animated: Children, World Cinema: Indian, Children: Animated/Cartoon"
Creative Galaxy,7.1,2014,All Ages,"Children: Animated/Cartoon, Children: Educational, Animated: Children"
The Snowy Day,8,2016,All Ages,"Animated: Children, Children: Animated/Cartoon"
Lassie,7.6,2014,All Ages,"Animated: Children, Children: Animated/Cartoon"
Gortimer Gibbon’s Life on Normal Street,8.3,2015,All Ages,"Children, Family, Comedy: Family"
My Little Pony Friendship is Magic,7.8,2014,All Ages,"Animated: Children, Children: Animated/Cartoon"
Tumble Leaf,8.2,2014,All Ages,"Children: Animated/Cartoon, Animated: Children, Children: Educational, Children: Pre-School"
Oggy and the Cockroaches,7.7,1999,7+,"Animated: Children, Children: Comedy, Children: Animated/Cartoon"
Zig & Sharko,6.8,2016,7+,"Animated: Children, Children: Animated/Cartoon"
An American Girl Story,7.5,2016,7+,"Children, Family: Drama"
Mysteries and Feluda,,2011,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
G.I. Joe Renegades,7.2,2011,7+,"Children: Animated/Cartoon, Animated: Children, Children: Sci-Fi/Fantasy"
If You Give a Mouse a Cookie,6.7,2015,All Ages,"Animated: Children, Children: Animated/Cartoon"
Transformers Rescue Bots,6.7,2012,7+,"Children: Sci-Fi/Fantasy, Animated: Children, Children: Animated/Cartoon"
Mighty Raju,,2007,All Ages,"World Cinema: Indian, Animated: Children, Children: Animated/Cartoon"
The Daltons Season 1,,2010,7+,"Children: Animated/Cartoon, Animated: Children, Children: Comedy"
G.I. Joe Sigma Six,4.7,2006,7+,"Animated: Children, Children: Sci-Fi/Fantasy, Children: Animated/Cartoon"
Alvinnn!!! And The Chipmunks,5,2015,7+,"Animated: Children, Children: Animated/Cartoon"
If You Give a Mouse a Cookie,5.5,2016,All Ages,"Animated: Children, Children: Animated/Cartoon"
Jamillah and Aladdin,5.4,2015,All Ages,"Children: Sci-Fi/Fantasy, World Cinema: Indian"
Creative Galaxy,7.1,2017,All Ages,"Children: Animated/Cartoon, Children: Educational, Animated: Children"
The Jungle Bunch : To The Rescue,6,2012,7+,"Animated: Children, Children: Animated/Cartoon"
The Daltons,,2013,7+,"Children: Animated/Cartoon, Animated: Children, Children: Comedy"
Chimpui,,1989,7+,"Anime, Children: Animated/Cartoon"
Zou,6.7,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School, Children: Educational"
Raju the Auto-rickshaw,,2011,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
The New Adventures of Peter Pan,6.2,2014,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy"
Chhota Bheem,4.9,2007,All Ages,"World Cinema: Indian, Animated: Children, Children: Animated/Cartoon"
Chhota Bheem,4.9,2007,All Ages,"World Cinema: Indian, Animated: Children, Children: Animated/Cartoon"
An American Girl Story,8.7,2016,7+,"Children, Family: Drama"
Casper’s Scare School,2.7,2009,All Ages,"Animated: Children, Children: Animated/Cartoon"
Chhota Bheem,4.9,2007,All Ages,"World Cinema: Indian, Animated: Children, Children: Animated/Cartoon"
Chakra The Invincible,,2014,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Transformers Rescue Bots,6.7,2016,7+,"Children: Sci-Fi/Fantasy, Animated: Children, Children: Animated/Cartoon"
Andy’s Prehistoric Adventures,7.4,2016,All Ages,Children: Educational
Chhota Bheem,4.9,2007,All Ages,"World Cinema: Indian, Animated: Children, Children: Animated/Cartoon"
Lanfeust Quest,5.4,2014,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy"
Chhota Bheem,4.9,2007,All Ages,"World Cinema: Indian, Animated: Children, Children: Animated/Cartoon"
Chhota Bheem,4.9,2007,All Ages,"World Cinema: Indian, Animated: Children, Children: Animated/Cartoon"
Chorr Police,,2007,All Ages,"Animated: Children, World Cinema: Indian, Children: Animated/Cartoon"
My Little Pony Friendship is Magic – Season 5,7.8,2015,All Ages,"Animated: Children, Children: Animated/Cartoon"
Krishna Balram,,2007,All Ages,"World Cinema: Indian, Animated: Children, Children: Animated/Cartoon, Mythology"
Cat vs Keet,,2015,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Comedy, World Cinema: Indian"
Woolly & Tig,7.6,2012,All Ages,"Children: Pre-School, Children: Educational"
Nina & The Neurons,6.9,2008,All Ages,"Children: Educational, Children: Pre-School"
Zorro The Chronicles,6.9,2016,All Ages,"Animated: Children, Children: Animated/Cartoon"
Dinopaws,7.6,2014,All Ages,"Animated: Children, Children: Animated/Cartoon"
Transformers Rescue Bots,6.7,2014,7+,"Children: Sci-Fi/Fantasy, Animated: Children, Children: Animated/Cartoon"
Cleo,,2015,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Littlest Pet Shop,6.2,2014,All Ages,"Animated: Children, Children: Animated/Cartoon"
Chhota Bheem,4.9,2007,All Ages,"World Cinema: Indian, Animated: Children, Children: Animated/Cartoon"
Littlest Pet Shop,6.2,2013,All Ages,"Animated: Children, Children: Animated/Cartoon"
3rd & Bird,7.4,2008,All Ages,"Animated: Children, Children: Pre-School, Children: Animated/Cartoon"
Blazing Team,4.6,2016,All Ages,"Animated: Children, Children: Animated/Cartoon"
Indian Fables,,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Tumble Leaf,8.2,2016,All Ages,"Children: Animated/Cartoon, Animated: Children, Children: Educational, Children: Pre-School"
Speed Racer The Next Generation,4,2011,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
A Kind of Magic,7,2007,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy"
Chorr Police,,2007,All Ages,"Animated: Children, World Cinema: Indian, Children: Animated/Cartoon"
Littlest Pet Shop,6.2,2015,All Ages,"Animated: Children, Children: Animated/Cartoon"
Jollywobbles,,2014,All Ages,"Comedy: Slapstick, Family: Comedy"
Tellytales,,2009,All Ages,"Animated: Children, Children: Animated/Cartoon"
Krishna Balram,,2007,All Ages,"World Cinema: Indian, Animated: Children, Children: Animated/Cartoon, Mythology"
Transformers Rescue Bots,6.7,2015,7+,"Children: Sci-Fi/Fantasy, Animated: Children, Children: Animated/Cartoon"
Ozie Boo,,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School"
The Tales of Tatonka,,2016,All Ages,"Animated: Children, Children: Animated/Cartoon"
Casper’s Scare School,2.7,2012,7+,"Animated: Children, Children: Animated/Cartoon"
Show Me Show Me,5.9,2009,All Ages,"Children: Pre-School, Children: Educational"
Animalia,6.7,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy"
Zou,6.7,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School, Children: Educational"
Andy’s Wild Adventures,7,2012,All Ages,"Children: Educational, Children: Pre-School"
Mini Ninjas,5,2016,All Ages,"Children: Animated/Cartoon, Animated: Children"
Krishna Balram,,2007,All Ages,"World Cinema: Indian, Animated: Children, Children: Animated/Cartoon, Mythology"
Hey Duggee,8.5,2015,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School"
Nelly & Nora,8.2,2015,All Ages,"Animated: Children, Children: Animated/Cartoon"
Floopaloo where are you?,,2015,All Ages,"Children: Animated/Cartoon, Animated: Children"
Sarah & Duck,8.3,2014,All Ages,"Animated: Children, Children: Animated/Cartoon"
Krishna Balram,,2007,All Ages,"World Cinema: Indian, Animated: Children, Children: Animated/Cartoon, Mythology"
Mr. Bloom’s Nursery,7.5,2011,All Ages,Children: Educational
Jamillah and Aladdin,5.4,2016,All Ages,"Children: Sci-Fi/Fantasy, World Cinema: Indian"
Howzzattt,,2013,All Ages,"Animated: Children, Children: Animated/Cartoon, Sport: Cricket, World Cinema: Indian"
The Numtums,,2014,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School"
Floopaloo where are you?,,2012,All Ages,"Children: Animated/Cartoon, Animated: Children"
Hey Dugge: Xmas Special 2014,8.5,2014,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School"
Hey Duggee,8.5,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School"
Patch Pillows,,2016,All Ages,"Animated, Animated: Children, Children, Children: Educational"
Nina & The Neurons,,2008,All Ages,"Children: Educational, Children: Pre-School"
Twisted Whiskers,6.8,2010,All Ages,"Animated: Children, Children: Animated/Cartoon"
Ozie Boo Winter Adventures,,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School, Children: Educational"
The Shiny Show,8,2002,All Ages,Children: Pre-School
Show Me Show Me,5.9,2010,All Ages,"Children: Pre-School, Children: Educational"
Gigglebiz,7,2009,All Ages,"Comedy: British, Comedy: Slapstick, Family: Comedy"
The Large Family,4.1,2007,All Ages,"Children: Animated/Cartoon, Animated: Children"
Penelope K By The Way,7.8,2010,All Ages,Children: Educational
Balloopo,,1908,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School"
Vitaminix,,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Educational, Children: Pre-School, World Cinema: Indian"
3rd & Bird,7.4,2008,All Ages,"Animated: Children, Children: Pre-School, Children: Animated/Cartoon"
Nina & The Neurons,,2010,All Ages,"Children: Educational, Children: Pre-School"
Ozie Boo Save the Planet,,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Educational, Children: Pre-School"
Nina & The Neurons,,2009,All Ages,"Children: Educational, Children: Pre-School"
The Green Balloon Club,4.9,2010,All Ages,"Children: Pre-School, Children: Educational"
Mia,,2016,All Ages,"Animated: Children, Children: Animated/Cartoon"
My Pet and Me: Malawi Special,,2016,All Ages,Children: General
Spot Bots,,2016,All Ages,"Animated: Children, Children: Animated/Cartoon"
Ozie Boo,,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School"
Nina & The Neurons,,2015,All Ages,"Children: Educational, Children: Pre-School"
Let’s Celebrate,,2010,All Ages,"Children: General, Holiday"
Salty’s Waggy Tales,,2014,All Ages,Children: Pre-School
Mr. Bloom’s Nursery: Xmas 2012: Hoe! Hoe! Hoe!,7.5,2012,All Ages,"Children: Pre-School, Children: Educational"
Nina & The Neurons,,2011,All Ages,"Children: Educational, Children: Pre-School"
Garth & Bev,,2010,All Ages,"Animated: Children, Children: Animated/Cartoon"
Tommy Zoom,5.8,2007,7+,"Animated: Children, Children: Animated/Cartoon"
Swashbuckle,6.9,2016,All Ages,Children: General
Clangers (2015),8.2,2015,All Ages,"Animated: Children, Children: Animated/Cartoon"
Buzz & Tell,,2010,All Ages,"Children: Educational, Children: Pre-School"
Nuzzle & Scratch,,2011,All Ages,Children: Comedy
Hubert & Takako,6.1,2013,All Ages,"Animated: Children, Children: Animated/Cartoon"
Zingzillas: Zingbop,,2011,All Ages,Children: General
Swashbuckle,6.9,2014,All Ages,Children: General
The Numtums,,2014,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School"
Poetry Pie,,2009,All Ages,Children: Animated/Cartoon
Gigglebiz,7,2011,All Ages,"Comedy: British, Comedy: Slapstick, Family: Comedy"
Nuzzle & Scratch,6.6,2008,All Ages,Children: Comedy
Zingzillas,5.9,2010,All Ages,Children: General
Eat the World with Emeril Lagasse Season 1,8.4,2016,18+,"Documentary: Travel/Places of Interest, Special Interest: Food/Drink"
Yogasutra – Season 01,,2011,NR,"Special Interest: Exercise/Fitness, Special Interest: Body Care/Diet, World Cinema: Indian"
Highway On My Plate – Season 16,,2013,NR,"Special Interest: Food/Drink, World Cinema: Indian"
The Car and Bike Show Season 1,,2017,NR,"Special Interest: Transport – Road/Sea/Air, World Cinema: Indian"
Luxe Interiors – Season 02,,2016,NR,"Special Interest: Home/Car Maintenance, World Cinema: Indian"
The Getaway – Season 01,,2014,NR,"Special Interest: Places of Interest/Travel, World Cinema: Indian"
Life’s A Beach – Season 01,,2010,NR,"Special Interest: Places of Interest/Travel, World Cinema: Indian"
Hangout America – Season 1,,2014,NR,"Special Interest: Places of Interest/Travel, Special Interest: Food/Drink, World Cinema: Indian"
Food Mad – Season 2,,2014,NR,"Special Interest: Food/Drink, World Cinema: Indian"
The Getaway – Season 3,,2016,NR,"Special Interest: Places of Interest/Travel, World Cinema: Indian"
All About Ads Season 11,,2017,NR,"Special Interest: Technology, World Cinema: Indian"
Gadget Guru – Season 01,,2017,NR,"Special Interest: Technology, World Cinema: Indian"
My Yellow Table – Season 02,,2016,NR,"Special Interest: Food/Drink, World Cinema: Indian"
Cell Guru Season 10,,2017,NR,"Special Interest: Technology, World Cinema: Indian"
Raftaar Season 13,,2017,NR,"Special Interest: Transport – Road/Sea/Air, World Cinema: Indian"
Game on Singapore – Season 01,,2015,NR,"Special Interest: Interactive Games, World Cinema: Indian"
Amazon India Fashion Week AW17 – Season 4,n/a,2017,NR,Special Interest
The Car and Bike Show,,2017,NR,"Special Interest: Transport – Road/Sea/Air, World Cinema: Indian"
The Getaway,,2015,NR,"Special Interest: Places of Interest/Travel, World Cinema: Indian"
Cell Guru,,2017,NR,"Special Interest: Technology, World Cinema: Indian"
All About Ads,,2017,NR,"Special Interest: Technology, World Cinema: Indian"
Raftaar,,2017,NR,"Special Interest: Transport – Road/Sea/Air, World Cinema: Indian"
Wishenpoof – Season 1,7,2015,All Ages,"Children: Animated/Cartoon, Animated: Children, Children: Sci-Fi/Fantasy, Children: Pre-School"
Creative Galaxy Season 1,7.1,2014,All Ages,"Children: Animated/Cartoon, Children: Educational, Animated: Children"
The Snowy Day,8,2016,All Ages,"Animated: Children, Children: Animated/Cartoon"
Tumble Leaf Season 1,8.2,2014,All Ages,"Children: Animated/Cartoon, Animated: Children, Children: Educational, Children: Pre-School"
An American Girl Story – Maryellen 1955: Extraordinary Christmas – Season 102,7.5,2016,7+,"Children, Family: Drama"
If You Give a Mouse a Cookie,6.7,2015,All Ages,"Animated: Children, Children: Animated/Cartoon"
Just Add Magic,8.3,2016,All Ages,"Children: Sci-Fi/Fantasy, Children: Comedy"
The Stinky & Dirty Show,9,2016,All Ages,"Children: Animated/Cartoon, Children: Comedy, Animated: Children, Animated: Comedy, Children: Pre-School"
Gortimer Gibbon’s Life on Normal Street,8.3,2015,All Ages,"Children, Comedy: Family, Family"
Gortimer Gibbon’s Life on Normal Street,8.3,2016,All Ages,"Children, Comedy: Family, Family"
Gortimer Gibbon’s Life on Normal Street,8.3,2015,All Ages,"Children, Family, Comedy: Family"
If You Give a Mouse a Cookie,5.5,2016,All Ages,"Animated: Children, Children: Animated/Cartoon"
Creative Galaxy,7.1,2017,All Ages,"Children: Animated/Cartoon, Children: Educational, Animated: Children"
An American Girl Story,8.7,2016,7+,"Children, Family: Drama"
Tumble Leaf,8.2,2016,All Ages,"Children: Animated/Cartoon, Animated: Children, Children: Educational, Children: Pre-School"
Fullmetal Alchemist,8.7,2004,7+,Anime
Shin chan Spin-off vol.1 Aliens vs. Shinnosuke,,2016,7+,"Anime, Children: Animated/Cartoon"
Black Butler,7.8,2009,16+,Anime
Blue Exorcist,7.3,2012,16+,Anime
Ushio & Tora,7.9,2016,16+,Anime
Charlotte,7.7,2015,7+,Anime
Brothers Conflict,6.5,2013,16+,Anime
The Asterisk War,6.9,2016,16+,Anime
Chimpui: Season 1,,1989,7+,"Anime, Children: Animated/Cartoon"
Durarara,8.1,2010,NR,Anime
Anohana: The Flower We Saw That Day,8.4,2011,7+,Anime
ONIHEI,8.2,2017,NR,Anime
